,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,redev_chance,flLv,orient,layout,finishes,remark
17440,20071600260024,ASP,2020-07-03,RES,blank,1973/11,2.55,0,149,0,17114,blank,FR:305 SF / ,5739713,20071600260024,B,14.0,blank,blank,PINE TREE BLDG,松林大廈,blank,blank,HILLWOOD RD,山林道,25,27,KTST,KIL9700 / KIL9875,|PINE TREE BLDG松林大廈|Phase |Block ,山林道PINE TREE BLDG松林大廈|Phase|Block,山林道PINE TREE BLDG松林大廈|Phase|Block|14|B,尖沙咀,1973,47,PINE TREE BLDG松林大廈,25-27 HILLWOOD RD|山林道,25-27 HILLWOOD RD,25-27 山林道,"松林大廈,山林道","PINE TREE BLDG,HILLWOOD RD","PINE TREE BLDG,HILLWOOD RD|松林大廈,山林道",HILLWOOD RDblankPINE TREE BLDG松林大廈|Phaseblank|Blockblank|14|Bconsid2.55,14,中,低層,西北,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17075,19080100030348,ASP,2019-07-16,RES,blank,1979/05,3.98,0,220,0,18091,blank,blank,5590550,19080100030348,A,17.0,blank,blank,WAH FUNG BLDG,華楓大廈,blank,blank,MINDEN AVE,棉登徑,17,23,KTST,KIL9107 / KIL10078 /,|WAH FUNG BLDG華楓大廈|Phase |Block ,棉登徑WAH FUNG BLDG華楓大廈|Phase|Block,棉登徑WAH FUNG BLDG華楓大廈|Phase|Block|17|A,尖沙咀,1979,41,WAH FUNG BLDG華楓大廈,17-23 MINDEN AVE|棉登徑,17-23 MINDEN AVE,17-23 棉登徑,"華楓大廈,棉登徑","WAH FUNG BLDG,MINDEN AVE","WAH FUNG BLDG,MINDEN AVE|華楓大廈,棉登徑",MINDEN AVEblankWAH FUNG BLDG華楓大廈|Phaseblank|Blockblank|17|Aconsid3.98,17,低,高層,北,沒資料,良好,業主減價 上車筍盤 歡迎約睇
16812,19021401760026,ASP,2019-01-20,RES,blank,2017/05,4.0,0,173,0,23121,blank,BAL:22 SF (NI) / ,5498107,19021401760026,C,22.0,blank,blank,AVA 62,blank,blank,blank,SHANGHAI ST,上海街,62,blank,KTST,KIL1503sA /,|AVA 62|Phase |Block ,上海街AVA 62|Phase|Block,上海街AVA 62|Phase|Block|22|C,尖沙咀,2017,3,AVA 62blank,62 SHANGHAI ST|上海街,62 SHANGHAI ST,62 上海街,"blank,上海街","AVA 62,SHANGHAI ST","AVA 62,SHANGHAI ST|blank,上海街",SHANGHAI STblankAVA 62blank|Phaseblank|Blockblank|22|Cconsid4.0,22,近乎零,低層,南,沒資料,基本,業主減價 上車筍盤 歡迎約睇
17354,20042901030156,ASP,2020-04-15,RES,blank,1985/02,4.0,325,243,12308,16461,blank,blank,5701386,20042901030156,E,6.0,blank,blank,FORTUNE COURT,富麗閣,blank,blank,TAK HING ST,德興街,4,6,KTST,KIL10186 / KIL9702 /,|FORTUNE COURT富麗閣|Phase |Block ,德興街FORTUNE COURT富麗閣|Phase|Block,德興街FORTUNE COURT富麗閣|Phase|Block|6|E,尖沙咀,1985,35,FORTUNE COURT富麗閣,4-6 TAK HING ST|德興街,4-6 TAK HING ST,4-6 德興街,"富麗閣,德興街","FORTUNE COURT,TAK HING ST","FORTUNE COURT,TAK HING ST|富麗閣,德興街",TAK HING STblankFORTUNE COURT富麗閣|Phaseblank|Blockblank|6|Econsid4.0,6,低,中層,東南,四正,基本,單位實用四正 交通方便 配套完善
16884,19041501690088,ASP,2019-03-22,RES,blank,1962/07,4.0,0,395,0,10127,blank,blank,5526366,19041501690088,B,7.0,blank,blank,HON KWONG MANS,漢光大廈,blank,blank,HANKOW RD,漢口道,25,29,KTST,KIL6803RP,|HON KWONG MANS漢光大廈|Phase |Block ,漢口道HON KWONG MANS漢光大廈|Phase|Block,漢口道HON KWONG MANS漢光大廈|Phase|Block|7|B,尖沙咀,1962,58,HON KWONG MANS漢光大廈,25-29 HANKOW RD|漢口道,25-29 HANKOW RD,25-29 漢口道,"漢光大廈,漢口道","HON KWONG MANS,HANKOW RD","HON KWONG MANS,HANKOW RD|漢光大廈,漢口道",HANKOW RDblankHON KWONG MANS漢光大廈|Phaseblank|Blockblank|7|Bconsid4.0,7,高,高層,西北,四正,良好,單位實用四正 交通方便 配套完善
17142,19091202270292,ASP,2019-08-28,RES,blank,1979/03,4.0,415,285,9639,14035,blank,blank,5611287,19091202270292,B,10.0,blank,blank,TUNG WUI BLDG,東匯大廈,blank,blank,KIMBERLEY RD,金巴利道,46,48,KTST,KIL8613RP / KIL8526,|TUNG WUI BLDG東匯大廈|Phase |Block ,金巴利道TUNG WUI BLDG東匯大廈|Phase|Block,金巴利道TUNG WUI BLDG東匯大廈|Phase|Block|10|B,尖沙咀,1979,41,TUNG WUI BLDG東匯大廈,46-48 KIMBERLEY RD|金巴利道,46-48 KIMBERLEY RD,46-48 金巴利道,"東匯大廈,金巴利道","TUNG WUI BLDG,KIMBERLEY RD","TUNG WUI BLDG,KIMBERLEY RD|東匯大廈,金巴利道",KIMBERLEY RDblankTUNG WUI BLDG東匯大廈|Phaseblank|Blockblank|10|Bconsid4.0,10,低,低層,南,沒資料,良好,單位實用四正 交通方便 配套完善
16953,19051601260014,ASP,2019-05-07,RES,PT,1970/11,4.0,0,360,0,11111,blank,blank,5545225,19051601260014,J,1.0,blank,blank,STAR MANS,恒星樓,blank,blank,MINDEN ROW,緬甸臺,3,blank,KTST,KIL9401,|STAR MANS恒星樓|Phase |Block ,緬甸臺STAR MANS恒星樓|Phase|Block,緬甸臺STAR MANS恒星樓|Phase|Block|1|J,尖沙咀,1970,50,STAR MANS恒星樓,3 MINDEN ROW|緬甸臺,3 MINDEN ROW,3 緬甸臺,"恒星樓,緬甸臺","STAR MANS,MINDEN ROW","STAR MANS,MINDEN ROW|恒星樓,緬甸臺",MINDEN ROWblankSTAR MANS恒星樓|Phaseblank|Blockblank|1|Jconsid4.0,1,中,低層,西北,呂字型,基本,業主減價 上車筍盤 歡迎約睇
17204,19112101800053,ASP,2019-10-28,RES,blank,1985/10,4.0,411,272,9732,14706,blank,BW:35 SF (GI/NE) / FR:210 SF / ,5642893,19112101800053,A,1.0,blank,blank,SHUN FAI BLDG,順輝大廈,blank,blank,KIMBERLEY RD,金巴利道,64,66A,KTST,KIL10528RP / KIL10530RP,|SHUN FAI BLDG順輝大廈|Phase |Block ,金巴利道SHUN FAI BLDG順輝大廈|Phase|Block,金巴利道SHUN FAI BLDG順輝大廈|Phase|Block|1|A,尖沙咀,1985,35,SHUN FAI BLDG順輝大廈,64-66A KIMBERLEY RD|金巴利道,64-66A KIMBERLEY RD,64-66A 金巴利道,"順輝大廈,金巴利道","SHUN FAI BLDG,KIMBERLEY RD","SHUN FAI BLDG,KIMBERLEY RD|順輝大廈,金巴利道",KIMBERLEY RDblankSHUN FAI BLDG順輝大廈|Phaseblank|Blockblank|1|Aconsid4.0,1,低,低層,西,沒資料,良好,單位實用四正 交通方便 配套完善
17202,19112000240059,ASP,2019-11-07,RES,blank,1966/11,4.0,0,375,0,10667,blank,blank,5641896,19112000240059,D,9.0,blank,blank,PARKES MANS,康寧大廈,blank,blank,PARKES ST,白加士街,1,11,KTST,KIL8702 / KIL8680 /,|PARKES MANS康寧大廈|Phase |Block ,白加士街PARKES MANS康寧大廈|Phase|Block,白加士街PARKES MANS康寧大廈|Phase|Block|9|D,尖沙咀,1966,54,PARKES MANS康寧大廈,1-11 PARKES ST|白加士街,1-11 PARKES ST,1-11 白加士街,"康寧大廈,白加士街","PARKES MANS,PARKES ST","PARKES MANS,PARKES ST|康寧大廈,白加士街",PARKES STblankPARKES MANS康寧大廈|Phaseblank|Blockblank|9|Dconsid4.0,9,近乎零,高層,西北,沒資料,有,業主減價 上車筍盤 歡迎約睇
17133,19090501110053,ASP,2019-08-26,RES,blank,1976/08,4.0,332,266,12048,15038,blank,blank,5608336,19090501110053,F,15.0,blank,blank,LUCKY BLDG,幸運大廈,blank,blank,AUSTIN RD,柯士甸道,55,73,KTST,KIL8705RP / KIL8873 /,|LUCKY BLDG幸運大廈|Phase |Block ,柯士甸道LUCKY BLDG幸運大廈|Phase|Block,柯士甸道LUCKY BLDG幸運大廈|Phase|Block|15|F,尖沙咀,1976,44,LUCKY BLDG幸運大廈,55-73 AUSTIN RD|柯士甸道,55-73 AUSTIN RD,55-73 柯士甸道,"幸運大廈,柯士甸道","LUCKY BLDG,AUSTIN RD","LUCKY BLDG,AUSTIN RD|幸運大廈,柯士甸道",AUSTIN RDblankLUCKY BLDG幸運大廈|Phaseblank|Blockblank|15|Fconsid4.0,15,近乎零,低層,東,沒資料,有,業主減價 上車筍盤 歡迎約睇
16875,19041100330066,ASP,2019-03-22,RES,blank,1985/02,4.0,298,230,13423,17391,blank,blank,5524056,19041100330066,A,3.0,blank,blank,FORTUNE COURT,富麗閣,blank,blank,TAK HING ST,德興街,4,6,KTST,KIL10186 / KIL9702 /,|FORTUNE COURT富麗閣|Phase |Block ,德興街FORTUNE COURT富麗閣|Phase|Block,德興街FORTUNE COURT富麗閣|Phase|Block|3|A,尖沙咀,1985,35,FORTUNE COURT富麗閣,4-6 TAK HING ST|德興街,4-6 TAK HING ST,4-6 德興街,"富麗閣,德興街","FORTUNE COURT,TAK HING ST","FORTUNE COURT,TAK HING ST|富麗閣,德興街",TAK HING STblankFORTUNE COURT富麗閣|Phaseblank|Blockblank|3|Aconsid4.0,3,低,高層,西,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17198,19111800330014,ASP,2019-10-25,RES,blank,1985/02,4.0,325,243,12308,16461,blank,blank,5640583,19111800330014,E,8.0,blank,blank,FORTUNE COURT,富麗閣,blank,blank,TAK HING ST,德興街,4,6,KTST,KIL10186 / KIL9702 /,|FORTUNE COURT富麗閣|Phase |Block ,德興街FORTUNE COURT富麗閣|Phase|Block,德興街FORTUNE COURT富麗閣|Phase|Block|8|E,尖沙咀,1985,35,FORTUNE COURT富麗閣,4-6 TAK HING ST|德興街,4-6 TAK HING ST,4-6 德興街,"富麗閣,德興街","FORTUNE COURT,TAK HING ST","FORTUNE COURT,TAK HING ST|富麗閣,德興街",TAK HING STblankFORTUNE COURT富麗閣|Phaseblank|Blockblank|8|Econsid4.0,8,低,中層,東,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16780,19011401910012,ASP,2019-01-02,RES,blank,1980/11,4.0,394,284,10152,14085,blank,blank,5484445,19011401910012,B,4.0,blank,blank,WING FU MANS,永富大廈,blank,blank,PARKES ST,白加士街,10,24,KTST,KIL8583RP / KIL8619RP /,|WING FU MANS永富大廈|Phase |Block ,白加士街WING FU MANS永富大廈|Phase|Block,白加士街WING FU MANS永富大廈|Phase|Block|4|B,尖沙咀,1980,40,WING FU MANS永富大廈,10-24 PARKES ST|白加士街,10-24 PARKES ST,10-24 白加士街,"永富大廈,白加士街","WING FU MANS,PARKES ST","WING FU MANS,PARKES ST|永富大廈,白加士街",PARKES STblankWING FU MANS永富大廈|Phaseblank|Blockblank|4|Bconsid4.0,4,低,中層,西南,沒資料,基本,單位實用四正 交通方便 配套完善
17347,20042000730013,ASP,2020-03-27,RES,blank,1967/12,4.0,0,541,0,7394,blank,blank,5697755,20042000730013,blank,5.0,blank,blank,GRAND HSE,嘉齡樓,blank,blank,PARKES ST,白加士街,63,blank,KTST,KIL3661RP / KIL3662RP,|GRAND HSE嘉齡樓|Phase |Block ,白加士街GRAND HSE嘉齡樓|Phase|Block,白加士街GRAND HSE嘉齡樓|Phase|Block|5|,尖沙咀,1967,53,GRAND HSE嘉齡樓,63 PARKES ST|白加士街,63 PARKES ST,63 白加士街,"嘉齡樓,白加士街","GRAND HSE,PARKES ST","GRAND HSE,PARKES ST|嘉齡樓,白加士街",PARKES STblankGRAND HSE嘉齡樓|Phaseblank|Blockblank|5|blankconsid4.0,5,中,高層,西南,四正,有,單位實用四正 交通方便 配套完善
17026,19062602030340,ASP,2019-06-05,RES,blank,1984/09,4.0,303,195,13201,20513,blank,BW:12 SF (GU/NU) / ,5572060,19062602030340,D,10.0,blank,blank,HART AVENUE COURT,夏蕙閣,blank,blank,HART AVE,赫德道,19,23,KTST,KIL10429RP / KIL10432RP /,|HART AVENUE COURT夏蕙閣|Phase |Block ,赫德道HART AVENUE COURT夏蕙閣|Phase|Block,赫德道HART AVENUE COURT夏蕙閣|Phase|Block|10|D,尖沙咀,1984,36,HART AVENUE COURT夏蕙閣,19-23 HART AVE|赫德道,19-23 HART AVE,19-23 赫德道,"夏蕙閣,赫德道","HART AVENUE COURT,HART AVE","HART AVENUE COURT,HART AVE|夏蕙閣,赫德道",HART AVEblankHART AVENUE COURT夏蕙閣|Phaseblank|Blockblank|10|Dconsid4.0,10,低,高層,東南,呂字型,有,業主減價 上車筍盤 歡迎約睇
17042,19070800610013,ASP,2019-06-18,RES,blank,1961/06,4.0,0,412,0,9709,blank,blank,5577289,19070800610013,N,8.0,blank,blank,LUCKY HSE,鴻運大樓,blank,blank,JORDAN RD,佐敦道,20,24,KTST,KIL1432sA / KIL1432RP,|LUCKY HSE鴻運大樓|Phase |Block ,佐敦道LUCKY HSE鴻運大樓|Phase|Block,佐敦道LUCKY HSE鴻運大樓|Phase|Block|8|N,尖沙咀,1961,59,LUCKY HSE鴻運大樓,20-24 JORDAN RD|佐敦道,20-24 JORDAN RD,20-24 佐敦道,"鴻運大樓,佐敦道","LUCKY HSE,JORDAN RD","LUCKY HSE,JORDAN RD|鴻運大樓,佐敦道",JORDAN RDblankLUCKY HSE鴻運大樓|Phaseblank|Blockblank|8|Nconsid4.0,8,高,中層,東,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17370,20051900850164,ASP,2020-04-28,RES,blank,2005/05,4.0,308,199,12987,20100,BALCOLY AREA INCL UTILITY PLATFORM                                              ,BW:12 SF (GI/NE) / BAL:35 SF (GI/NI) / ,5708386,20051900850164,C,10.0,blank,blank,THE LODGE,都會名軒,blank,blank,CANTON RD,廣東道,535,blank,KTST,KIL6109 / KIL6110 /,|THE LODGE都會名軒|Phase |Block ,廣東道THE LODGE都會名軒|Phase|Block,廣東道THE LODGE都會名軒|Phase|Block|10|C,尖沙咀,2005,15,THE LODGE都會名軒,535 CANTON RD|廣東道,535 CANTON RD,535 廣東道,"都會名軒,廣東道","THE LODGE,CANTON RD","THE LODGE,CANTON RD|都會名軒,廣東道",CANTON RDblankTHE LODGE都會名軒|Phaseblank|Blockblank|10|Cconsid4.0,10,很低,中層,南,四正,基本,業主減價 上車筍盤 歡迎約睇
17385,20052800050194,ASP,2020-05-11,RES,blank,1958/12,4.0,0,566,0,7067,blank,blank,5713424,20052800050194,blank,4.0,blank,blank,blank,blank,blank,blank,PARKES ST,白加士街,43,blank,KTST,KIL3652RP,||Phase |Block ,白加士街|Phase|Block,白加士街|Phase|Block|4|,尖沙咀,1958,62,blankblank,43 PARKES ST|白加士街,43 PARKES ST,43 白加士街,43 白加士街,43 PARKES ST,43 PARKES ST|白加士街,PARKES STblankblankblank|Phaseblank|Blockblank|4|blankconsid4.0,4,高,低層,西,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17281,20012400680010,ASP,2020-01-06,RES,blank,2005/05,4.0,308,199,12987,20100,BALCOLY AREA INCL UTILITY PLATFORM                                              ,BW:12 SF (GI/NE) / BAL:35 SF (GI/NI) / ,5666944,20012400680010,C,6.0,blank,blank,THE LODGE,都會名軒,blank,blank,CANTON RD,廣東道,535,blank,KTST,KIL6109 / KIL6110 /,|THE LODGE都會名軒|Phase |Block ,廣東道THE LODGE都會名軒|Phase|Block,廣東道THE LODGE都會名軒|Phase|Block|6|C,尖沙咀,2005,15,THE LODGE都會名軒,535 CANTON RD|廣東道,535 CANTON RD,535 廣東道,"都會名軒,廣東道","THE LODGE,CANTON RD","THE LODGE,CANTON RD|都會名軒,廣東道",CANTON RDblankTHE LODGE都會名軒|Phaseblank|Blockblank|6|Cconsid4.0,6,很低,高層,西北,呂字型,有,業主減價 上車筍盤 歡迎約睇
17416,20062400060012,ASP,2020-05-29,RES,blank,1979/03,4.0,415,285,9639,14035,blank,blank,5728468,20062400060012,blank,8.0,blank,blank,TUNG WUI BLDG,東匯大廈,blank,blank,KIMBERLEY RD,金巴利道,46,blank,KTST,KIL8613RP / KIL8526,|TUNG WUI BLDG東匯大廈|Phase |Block ,金巴利道TUNG WUI BLDG東匯大廈|Phase|Block,金巴利道TUNG WUI BLDG東匯大廈|Phase|Block|8|,尖沙咀,1979,41,TUNG WUI BLDG東匯大廈,46 KIMBERLEY RD|金巴利道,46 KIMBERLEY RD,46 金巴利道,"東匯大廈,金巴利道","TUNG WUI BLDG,KIMBERLEY RD","TUNG WUI BLDG,KIMBERLEY RD|東匯大廈,金巴利道",KIMBERLEY RDblankTUNG WUI BLDG東匯大廈|Phaseblank|Blockblank|8|blankconsid4.0,8,低,中層,西北,四正,有,業主減價 上車筍盤 歡迎約睇
17373,20051901630061,ASP,2020-05-04,RES,blank,1970/11,4.05,0,330,0,12273,blank,blank,5708589,20051901630061,C,13.0,blank,blank,STAR MANS,恒星樓,blank,blank,MINDEN ROW,緬甸臺,3,blank,KTST,KIL9401,|STAR MANS恒星樓|Phase |Block ,緬甸臺STAR MANS恒星樓|Phase|Block,緬甸臺STAR MANS恒星樓|Phase|Block|13|C,尖沙咀,1970,50,STAR MANS恒星樓,3 MINDEN ROW|緬甸臺,3 MINDEN ROW,3 緬甸臺,"恒星樓,緬甸臺","STAR MANS,MINDEN ROW","STAR MANS,MINDEN ROW|恒星樓,緬甸臺",MINDEN ROWblankSTAR MANS恒星樓|Phaseblank|Blockblank|13|Cconsid4.05,13,中,低層,西南,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16966,19052202430090,ASP,2019-05-08,RES,blank,1979/07,4.08,362,268,11271,15224,blank,blank,5549509,19052202430090,B,2.0,blank,blank,HAN CHEONG BLDG,恒昌大廈,blank,blank,SHANGHAI ST,上海街,20,26,KTST,KIL7422 / KIL6288/KIL8886,|HAN CHEONG BLDG恒昌大廈|Phase |Block ,上海街HAN CHEONG BLDG恒昌大廈|Phase|Block,上海街HAN CHEONG BLDG恒昌大廈|Phase|Block|2|B,尖沙咀,1979,41,HAN CHEONG BLDG恒昌大廈,20-26 SHANGHAI ST|上海街,20-26 SHANGHAI ST,20-26 上海街,"恒昌大廈,上海街","HAN CHEONG BLDG,SHANGHAI ST","HAN CHEONG BLDG,SHANGHAI ST|恒昌大廈,上海街",SHANGHAI STblankHAN CHEONG BLDG恒昌大廈|Phaseblank|Blockblank|2|Bconsid4.08,2,低,高層,西,四正,基本,單位實用四正 交通方便 配套完善
17338,20040301050086,ASP,2020-03-23,RES,blank,1977/08,4.09,409,280,10000,14607,blank,blank,5692319,20040301050086,A,15.0,blank,blank,LEE LOY MANS,利來洋樓,blank,blank,CANTON RD,廣東道,332,338,KTST,KIL1699sCRP /,|LEE LOY MANS利來洋樓|Phase |Block ,廣東道LEE LOY MANS利來洋樓|Phase|Block,廣東道LEE LOY MANS利來洋樓|Phase|Block|15|A,尖沙咀,1977,43,LEE LOY MANS利來洋樓,332-338 CANTON RD|廣東道,332-338 CANTON RD,332-338 廣東道,"利來洋樓,廣東道","LEE LOY MANS,CANTON RD","LEE LOY MANS,CANTON RD|利來洋樓,廣東道",CANTON RDblankLEE LOY MANS利來洋樓|Phaseblank|Blockblank|15|Aconsid4.09,15,低,低層,南,呂字型,有,業主減價 上車筍盤 歡迎約睇
16806,19020102460051,ASP,2019-01-25,RES,blank,2005/05,4.1,308,199,13312,20603,BALCOLY AREA INCL UTILITY PLATFORM                                              ,BW:12 SF (GI/NE) / BAL:35 SF (GI/NI) / ,5494019,19020102460051,B,9.0,blank,blank,THE LODGE,都會名軒,blank,blank,CANTON RD,廣東道,535,blank,KTST,KIL6109 / KIL6110 /,|THE LODGE都會名軒|Phase |Block ,廣東道THE LODGE都會名軒|Phase|Block,廣東道THE LODGE都會名軒|Phase|Block|9|B,尖沙咀,2005,15,THE LODGE都會名軒,535 CANTON RD|廣東道,535 CANTON RD,535 廣東道,"都會名軒,廣東道","THE LODGE,CANTON RD","THE LODGE,CANTON RD|都會名軒,廣東道",CANTON RDblankTHE LODGE都會名軒|Phaseblank|Blockblank|9|Bconsid4.1,9,很低,高層,東南,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16783,19012301750532,ASP,2019-01-14,RES,blank,1977/10,4.1,0,275,0,14909,blank,blank,5488925,19012301750532,E,6.0,blank,blank,TIN MAN COURT,天文閣,blank,blank,KIMBERLEY ST,金巴利街,2A,blank,KTST,KIL9745,|TIN MAN COURT天文閣|Phase |Block ,金巴利街TIN MAN COURT天文閣|Phase|Block,金巴利街TIN MAN COURT天文閣|Phase|Block|6|E,尖沙咀,1977,43,TIN MAN COURT天文閣,2A KIMBERLEY ST|金巴利街,2A KIMBERLEY ST,2A 金巴利街,"天文閣,金巴利街","TIN MAN COURT,KIMBERLEY ST","TIN MAN COURT,KIMBERLEY ST|天文閣,金巴利街",KIMBERLEY STblankTIN MAN COURT天文閣|Phaseblank|Blockblank|6|Econsid4.1,6,低,低層,東,四正,有,業主減價 上車筍盤 歡迎約睇
17413,20061800940116,ASP,2020-06-08,RES,blank,1985/02,4.1,288,215,14236,19070,blank,blank,5725491,20061800940116,D,13.0,blank,blank,FORTUNE COURT,富麗閣,blank,blank,TAK HING ST,德興街,4,6,KTST,KIL10186 / KIL9702 /,|FORTUNE COURT富麗閣|Phase |Block ,德興街FORTUNE COURT富麗閣|Phase|Block,德興街FORTUNE COURT富麗閣|Phase|Block|13|D,尖沙咀,1985,35,FORTUNE COURT富麗閣,4-6 TAK HING ST|德興街,4-6 TAK HING ST,4-6 德興街,"富麗閣,德興街","FORTUNE COURT,TAK HING ST","FORTUNE COURT,TAK HING ST|富麗閣,德興街",TAK HING STblankFORTUNE COURT富麗閣|Phaseblank|Blockblank|13|Dconsid4.1,13,低,低層,北,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17051,19071500260057,ASP,2019-06-28,RES,blank,1970/11,4.1,0,315,0,13016,blank,blank,5580973,19071500260057,H,1.0,blank,blank,STAR MANS,恒星樓,blank,blank,MINDEN ROW,緬甸臺,3,blank,KTST,KIL9401,|STAR MANS恒星樓|Phase |Block ,緬甸臺STAR MANS恒星樓|Phase|Block,緬甸臺STAR MANS恒星樓|Phase|Block|1|H,尖沙咀,1970,50,STAR MANS恒星樓,3 MINDEN ROW|緬甸臺,3 MINDEN ROW,3 緬甸臺,"恒星樓,緬甸臺","STAR MANS,MINDEN ROW","STAR MANS,MINDEN ROW|恒星樓,緬甸臺",MINDEN ROWblankSTAR MANS恒星樓|Phaseblank|Blockblank|1|Hconsid4.1,1,中,中層,南,沒資料,良好,業主減價 上車筍盤 歡迎約睇
17185,19103100330017,ASP,2019-10-18,RES,blank,1980/11,4.1,373,274,10992,14964,blank,blank,5633963,19103100330017,E,11.0,blank,blank,WING FU MANS,永富大廈,blank,blank,PARKES ST,白加士街,10,24,KTST,KIL8583RP / KIL8619RP /,|WING FU MANS永富大廈|Phase |Block ,白加士街WING FU MANS永富大廈|Phase|Block,白加士街WING FU MANS永富大廈|Phase|Block|11|E,尖沙咀,1980,40,WING FU MANS永富大廈,10-24 PARKES ST|白加士街,10-24 PARKES ST,10-24 白加士街,"永富大廈,白加士街","WING FU MANS,PARKES ST","WING FU MANS,PARKES ST|永富大廈,白加士街",PARKES STblankWING FU MANS永富大廈|Phaseblank|Blockblank|11|Econsid4.1,11,低,低層,南,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16845,19032600410174,ASP,2019-03-15,RES,blank,1985/02,4.1,288,215,14236,19070,blank,blank,5515384,19032600410174,G,15.0,blank,blank,FORTUNE COURT,富麗閣,blank,blank,TAK HING ST,德興街,4,6,KTST,KIL10186 / KIL9702 /,|FORTUNE COURT富麗閣|Phase |Block ,德興街FORTUNE COURT富麗閣|Phase|Block,德興街FORTUNE COURT富麗閣|Phase|Block|15|G,尖沙咀,1985,35,FORTUNE COURT富麗閣,4-6 TAK HING ST|德興街,4-6 TAK HING ST,4-6 德興街,"富麗閣,德興街","FORTUNE COURT,TAK HING ST","FORTUNE COURT,TAK HING ST|富麗閣,德興街",TAK HING STblankFORTUNE COURT富麗閣|Phaseblank|Blockblank|15|Gconsid4.1,15,低,高層,南,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17074,19073100860059,ASP,2019-07-26,RES,blank,2005/05,4.1,308,199,13312,20603,BALCOLY AREA INCL UTILITY PLATFORM                                              ,BW:12 SF (GI/NE) / BAL:35 SF (GI/NI) / ,5590218,19073100860059,B,6.0,blank,blank,THE LODGE,都會名軒,blank,blank,CANTON RD,廣東道,535,blank,KTST,KIL6109 / KIL6110 /,|THE LODGE都會名軒|Phase |Block ,廣東道THE LODGE都會名軒|Phase|Block,廣東道THE LODGE都會名軒|Phase|Block|6|B,尖沙咀,2005,15,THE LODGE都會名軒,535 CANTON RD|廣東道,535 CANTON RD,535 廣東道,"都會名軒,廣東道","THE LODGE,CANTON RD","THE LODGE,CANTON RD|都會名軒,廣東道",CANTON RDblankTHE LODGE都會名軒|Phaseblank|Blockblank|6|Bconsid4.1,6,很低,中層,西,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16916,19042902050027,ASP,2019-04-23,RES,blank,2005/05,4.12,308,199,13377,20704,BALCOLY AREA INCL UTILITY PLATFORM                                              ,BW:12 SF (GI/NE) / BAL:35 SF (GI/NI) / ,5533956,19042902050027,B,8.0,blank,blank,THE LODGE,都會名軒,blank,blank,CANTON RD,廣東道,535,blank,KTST,KIL6109 / KIL6110 /,|THE LODGE都會名軒|Phase |Block ,廣東道THE LODGE都會名軒|Phase|Block,廣東道THE LODGE都會名軒|Phase|Block|8|B,尖沙咀,2005,15,THE LODGE都會名軒,535 CANTON RD|廣東道,535 CANTON RD,535 廣東道,"都會名軒,廣東道","THE LODGE,CANTON RD","THE LODGE,CANTON RD|都會名軒,廣東道",CANTON RDblankTHE LODGE都會名軒|Phaseblank|Blockblank|8|Bconsid4.12,8,很低,低層,南,呂字型,基本,業主減價 上車筍盤 歡迎約睇
17393,20060300240073,ASP,2020-05-19,RES,blank,1985/02,4.13,288,215,14340,19209,blank,blank,5716472,20060300240073,G,5.0,blank,blank,FORTUNE COURT,富麗閣,blank,blank,TAK HING ST,德興街,4,6,KTST,KIL10186 / KIL9702 /,|FORTUNE COURT富麗閣|Phase |Block ,德興街FORTUNE COURT富麗閣|Phase|Block,德興街FORTUNE COURT富麗閣|Phase|Block|5|G,尖沙咀,1985,35,FORTUNE COURT富麗閣,4-6 TAK HING ST|德興街,4-6 TAK HING ST,4-6 德興街,"富麗閣,德興街","FORTUNE COURT,TAK HING ST","FORTUNE COURT,TAK HING ST|富麗閣,德興街",TAK HING STblankFORTUNE COURT富麗閣|Phaseblank|Blockblank|5|Gconsid4.13,5,低,中層,西,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
