,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,redev_chance,flLv,orient,layout,finishes,remark
27679,19120500460024,ASP,2019-11-23,RES,blank,1971/01,1.25,0,213,0,5869,blank,blank,5649634,19120500460024,B2,5.0,blank,blank,HUNG WAN BLDG,鴻運樓,blank,blank,CASTLE PEAK RD KWAI CHUNG,青山公路葵涌段,472,blank,NKC,KCTL55 / DD444LOT311,|HUNG WAN BLDG鴻運樓|Phase |Block ,青山公路葵涌段HUNG WAN BLDG鴻運樓|Phase|Block,青山公路葵涌段HUNG WAN BLDG鴻運樓|Phase|Block|5|B2,葵涌,1971,49,HUNG WAN BLDG鴻運樓,472 CASTLE PEAK RD KWAI CHUNG|青山公路葵涌段,472 CASTLE PEAK RD KWAI CHUNG,472 青山公路葵涌段,"鴻運樓,青山公路葵涌段","HUNG WAN BLDG,CASTLE PEAK RD KWAI CHUNG","HUNG WAN BLDG,CASTLE PEAK RD KWAI CHUNG|鴻運樓,青山公路葵涌段",CASTLE PEAK RD KWAI CHUNGblankHUNG WAN BLDG鴻運樓|Phaseblank|Blockblank|5|B2consid1.25,5,中,中層,北,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
28168,20061800440045,ASP,2020-06-08,RES,blank,2020/06,2.0538,0,286,0,7181,blank,blank,5725355,20061800440045,2,33.0,blank,blank,SHEUNG MAN COURT,尚文苑,blank,blank,TEXACO RD,德士古道,69,blank,NKC,KCTL513,|SHEUNG MAN COURT尚文苑|Phase |Block ,德士古道SHEUNG MAN COURT尚文苑|Phase|Block,德士古道SHEUNG MAN COURT尚文苑|Phase|Block|33|2,葵涌,2020,0,SHEUNG MAN COURT尚文苑,69 TEXACO RD|德士古道,69 TEXACO RD,69 德士古道,"尚文苑,德士古道","SHEUNG MAN COURT,TEXACO RD","SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",TEXACO RDblankSHEUNG MAN COURT尚文苑|Phaseblank|Blockblank|33|2consid2.0538,33,近乎零,高層,南,呂字型,良好,業主減價 上車筍盤 歡迎約睇
28128,20061200800084,ASP,2020-06-09,RES,blank,2020/06,2.0721,0,287,0,7220,blank,blank,5722124,20061200800084,3,34.0,blank,blank,SHEUNG MAN COURT,尚文苑,blank,blank,TEXACO RD,德士古道,69,blank,NKC,KCTL513,|SHEUNG MAN COURT尚文苑|Phase |Block ,德士古道SHEUNG MAN COURT尚文苑|Phase|Block,德士古道SHEUNG MAN COURT尚文苑|Phase|Block|34|3,葵涌,2020,0,SHEUNG MAN COURT尚文苑,69 TEXACO RD|德士古道,69 TEXACO RD,69 德士古道,"尚文苑,德士古道","SHEUNG MAN COURT,TEXACO RD","SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",TEXACO RDblankSHEUNG MAN COURT尚文苑|Phaseblank|Blockblank|34|3consid2.0721,34,近乎零,中層,西北,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
28135,20061202540048,ASP,2020-06-08,RES,blank,2020/06,2.0908,0,287,0,7285,blank,blank,5722740,20061202540048,4,40.0,blank,blank,SHEUNG MAN COURT,尚文苑,blank,blank,TEXACO RD,德士古道,69,blank,NKC,KCTL513,|SHEUNG MAN COURT尚文苑|Phase |Block ,德士古道SHEUNG MAN COURT尚文苑|Phase|Block,德士古道SHEUNG MAN COURT尚文苑|Phase|Block|40|4,葵涌,2020,0,SHEUNG MAN COURT尚文苑,69 TEXACO RD|德士古道,69 TEXACO RD,69 德士古道,"尚文苑,德士古道","SHEUNG MAN COURT,TEXACO RD","SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",TEXACO RDblankSHEUNG MAN COURT尚文苑|Phaseblank|Blockblank|40|4consid2.0908,40,近乎零,高層,西,呂字型,基本,業主減價 上車筍盤 歡迎約睇
28217,20062600150345,ASP,2020-06-05,RES,blank,2020/06,2.0944,0,295,0,7100,blank,blank,5729473,20062600150345,9,15.0,blank,blank,SHEUNG MAN COURT,尚文苑,blank,blank,TEXACO RD,德士古道,69,blank,NKC,KCTL513,|SHEUNG MAN COURT尚文苑|Phase |Block ,德士古道SHEUNG MAN COURT尚文苑|Phase|Block,德士古道SHEUNG MAN COURT尚文苑|Phase|Block|15|9,葵涌,2020,0,SHEUNG MAN COURT尚文苑,69 TEXACO RD|德士古道,69 TEXACO RD,69 德士古道,"尚文苑,德士古道","SHEUNG MAN COURT,TEXACO RD","SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",TEXACO RDblankSHEUNG MAN COURT尚文苑|Phaseblank|Blockblank|15|9consid2.0944,15,近乎零,高層,西,四正,有,單位實用四正 交通方便 配套完善
28231,20070300180429,ASP,2020-06-08,RES,blank,2020/06,2.0961,0,287,0,7303,blank,blank,5732455,20070300180429,3,37.0,blank,blank,SHEUNG MAN COURT,尚文苑,blank,blank,TEXACO RD,德士古道,69,blank,NKC,KCTL513,|SHEUNG MAN COURT尚文苑|Phase |Block ,德士古道SHEUNG MAN COURT尚文苑|Phase|Block,德士古道SHEUNG MAN COURT尚文苑|Phase|Block|37|3,葵涌,2020,0,SHEUNG MAN COURT尚文苑,69 TEXACO RD|德士古道,69 TEXACO RD,69 德士古道,"尚文苑,德士古道","SHEUNG MAN COURT,TEXACO RD","SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",TEXACO RDblankSHEUNG MAN COURT尚文苑|Phaseblank|Blockblank|37|3consid2.0961,37,近乎零,高層,西北,四正,良好,業主減價 上車筍盤 歡迎約睇
28113,20061000290039,ASP,2020-06-04,RES,blank,2020/06,2.0978,0,287,0,7309,blank,blank,5720424,20061000290039,4,36.0,blank,blank,SHEUNG MAN COURT,尚文苑,blank,blank,TEXACO RD,德士古道,69,blank,NKC,KCTL513,|SHEUNG MAN COURT尚文苑|Phase |Block ,德士古道SHEUNG MAN COURT尚文苑|Phase|Block,德士古道SHEUNG MAN COURT尚文苑|Phase|Block|36|4,葵涌,2020,0,SHEUNG MAN COURT尚文苑,69 TEXACO RD|德士古道,69 TEXACO RD,69 德士古道,"尚文苑,德士古道","SHEUNG MAN COURT,TEXACO RD","SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",TEXACO RDblankSHEUNG MAN COURT尚文苑|Phaseblank|Blockblank|36|4consid2.0978,36,近乎零,中層,西南,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
28137,20061500960027,ASP,2020-06-05,RES,blank,2020/06,2.1015,0,295,0,7124,blank,blank,5723097,20061500960027,9,16.0,blank,blank,SHEUNG MAN COURT,尚文苑,blank,blank,TEXACO RD,德士古道,69,blank,NKC,KCTL513,|SHEUNG MAN COURT尚文苑|Phase |Block ,德士古道SHEUNG MAN COURT尚文苑|Phase|Block,德士古道SHEUNG MAN COURT尚文苑|Phase|Block|16|9,葵涌,2020,0,SHEUNG MAN COURT尚文苑,69 TEXACO RD|德士古道,69 TEXACO RD,69 德士古道,"尚文苑,德士古道","SHEUNG MAN COURT,TEXACO RD","SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",TEXACO RDblankSHEUNG MAN COURT尚文苑|Phaseblank|Blockblank|16|9consid2.1015,16,近乎零,中層,西南,沒資料,良好,單位實用四正 交通方便 配套完善
28167,20061702270119,ASP,2020-05-27,RES,blank,2020/06,2.108,0,287,0,7345,blank,blank,5725134,20061702270119,4,39.0,blank,blank,SHEUNG MAN COURT,尚文苑,blank,blank,TEXACO RD,德士古道,69,blank,NKC,KCTL513,|SHEUNG MAN COURT尚文苑|Phase |Block ,德士古道SHEUNG MAN COURT尚文苑|Phase|Block,德士古道SHEUNG MAN COURT尚文苑|Phase|Block|39|4,葵涌,2020,0,SHEUNG MAN COURT尚文苑,69 TEXACO RD|德士古道,69 TEXACO RD,69 德士古道,"尚文苑,德士古道","SHEUNG MAN COURT,TEXACO RD","SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",TEXACO RDblankSHEUNG MAN COURT尚文苑|Phaseblank|Blockblank|39|4consid2.108,39,近乎零,中層,東北,呂字型,有,單位實用四正 交通方便 配套完善
28176,20061900360388,ASP,2020-05-21,RES,blank,2020/06,2.1127,0,293,0,7211,blank,blank,5726064,20061900360388,5,32.0,blank,blank,SHEUNG MAN COURT,尚文苑,blank,blank,TEXACO RD,德士古道,69,blank,NKC,KCTL513,|SHEUNG MAN COURT尚文苑|Phase |Block ,德士古道SHEUNG MAN COURT尚文苑|Phase|Block,德士古道SHEUNG MAN COURT尚文苑|Phase|Block|32|5,葵涌,2020,0,SHEUNG MAN COURT尚文苑,69 TEXACO RD|德士古道,69 TEXACO RD,69 德士古道,"尚文苑,德士古道","SHEUNG MAN COURT,TEXACO RD","SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",TEXACO RDblankSHEUNG MAN COURT尚文苑|Phaseblank|Blockblank|32|5consid2.1127,32,近乎零,低層,西北,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
28124,20061200170240,ASP,2020-05-27,RES,blank,2020/06,2.1197,0,293,0,7234,blank,blank,5721886,20061200170240,5,34.0,blank,blank,SHEUNG MAN COURT,尚文苑,blank,blank,TEXACO RD,德士古道,69,blank,NKC,KCTL513,|SHEUNG MAN COURT尚文苑|Phase |Block ,德士古道SHEUNG MAN COURT尚文苑|Phase|Block,德士古道SHEUNG MAN COURT尚文苑|Phase|Block|34|5,葵涌,2020,0,SHEUNG MAN COURT尚文苑,69 TEXACO RD|德士古道,69 TEXACO RD,69 德士古道,"尚文苑,德士古道","SHEUNG MAN COURT,TEXACO RD","SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",TEXACO RDblankSHEUNG MAN COURT尚文苑|Phaseblank|Blockblank|34|5consid2.1197,34,近乎零,高層,南,四正,有,單位實用四正 交通方便 配套完善
27027,19031301690169,ASP,2019-03-05,RES,blank,1969/11,2.15,0,395,0,5443,blank,blank,5509650,19031301690169,A,7.0,A,blank,blank,blank,MING YIN BLDG,名賢大樓,PING LAI PATH,屏麗徑,4,blank,NKC,DD444LOT304,MING YIN BLDG||Phase |Block A,屏麗徑MING YIN BLDG|Phase|BlockA,屏麗徑MING YIN BLDG|Phase|BlockA|7|A,葵涌,1969,51,blankblank,4 PING LAI PATH|屏麗徑,4 PING LAI PATH,4 屏麗徑,"名賢大樓A座,屏麗徑","MING YIN BLDG(BLOCK A),PING LAI PATH","MING YIN BLDG(Block A),PING LAI PATH|名賢大樓A座,屏麗徑",PING LAI PATHMING YIN BLDGblankblank|Phaseblank|BlockA|7|Aconsid2.15,7,中,高層,東,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
28056,20052701200123,ASP,2020-05-25,RES,blank,2020/07,2.1527,0,291,0,7398,blank,blank,5713371,20052701200123,10,27.0,blank,blank,SHEUNG MAN COURT,尚文苑,blank,blank,TEXACO RD,德士古道,69,blank,NKC,KCTL513,|SHEUNG MAN COURT尚文苑|Phase |Block ,德士古道SHEUNG MAN COURT尚文苑|Phase|Block,德士古道SHEUNG MAN COURT尚文苑|Phase|Block|27|10,葵涌,2020,0,SHEUNG MAN COURT尚文苑,69 TEXACO RD|德士古道,69 TEXACO RD,69 德士古道,"尚文苑,德士古道","SHEUNG MAN COURT,TEXACO RD","SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",TEXACO RDblankSHEUNG MAN COURT尚文苑|Phaseblank|Blockblank|27|10consid2.1527,27,近乎零,低層,東北,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
28218,20062600150375,ASP,2020-06-05,RES,blank,2020/06,2.1615,0,291,0,7428,blank,blank,5729474,20062600150375,11,40.0,blank,blank,SHEUNG MAN COURT,尚文苑,blank,blank,TEXACO RD,德士古道,69,blank,NKC,KCTL513,|SHEUNG MAN COURT尚文苑|Phase |Block ,德士古道SHEUNG MAN COURT尚文苑|Phase|Block,德士古道SHEUNG MAN COURT尚文苑|Phase|Block|40|11,葵涌,2020,0,SHEUNG MAN COURT尚文苑,69 TEXACO RD|德士古道,69 TEXACO RD,69 德士古道,"尚文苑,德士古道","SHEUNG MAN COURT,TEXACO RD","SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",TEXACO RDblankSHEUNG MAN COURT尚文苑|Phaseblank|Blockblank|40|11consid2.1615,40,近乎零,高層,東南,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
28198,20062201410450,ASP,2020-05-28,RES,blank,2020/06,2.1648,0,291,0,7439,blank,blank,5727289,20062201410450,11,30.0,blank,blank,SHEUNG MAN COURT,尚文苑,blank,blank,TEXACO RD,德士古道,69,blank,NKC,KCTL513,|SHEUNG MAN COURT尚文苑|Phase |Block ,德士古道SHEUNG MAN COURT尚文苑|Phase|Block,德士古道SHEUNG MAN COURT尚文苑|Phase|Block|30|11,葵涌,2020,0,SHEUNG MAN COURT尚文苑,69 TEXACO RD|德士古道,69 TEXACO RD,69 德士古道,"尚文苑,德士古道","SHEUNG MAN COURT,TEXACO RD","SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",TEXACO RDblankSHEUNG MAN COURT尚文苑|Phaseblank|Blockblank|30|11consid2.1648,30,近乎零,低層,西,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
28147,20061601600019,ASP,2020-05-21,RES,blank,2020/06,2.1718,0,291,0,7463,blank,blank,5723989,20061601600019,10,31.0,blank,blank,SHEUNG MAN COURT,尚文苑,blank,blank,TEXACO RD,德士古道,69,blank,NKC,KCTL513,|SHEUNG MAN COURT尚文苑|Phase |Block ,德士古道SHEUNG MAN COURT尚文苑|Phase|Block,德士古道SHEUNG MAN COURT尚文苑|Phase|Block|31|10,葵涌,2020,0,SHEUNG MAN COURT尚文苑,69 TEXACO RD|德士古道,69 TEXACO RD,69 德士古道,"尚文苑,德士古道","SHEUNG MAN COURT,TEXACO RD","SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",TEXACO RDblankSHEUNG MAN COURT尚文苑|Phaseblank|Blockblank|31|10consid2.1718,31,近乎零,中層,東南,呂字型,基本,單位實用四正 交通方便 配套完善
28267,20070900310667,ASP,2020-05-29,RES,blank,2020/06,2.1776,0,295,0,7382,blank,blank,5735703,20070900310667,9,29.0,blank,blank,SHEUNG MAN COURT,尚文苑,blank,blank,TEXACO RD,德士古道,69,blank,NKC,KCTL513,|SHEUNG MAN COURT尚文苑|Phase |Block ,德士古道SHEUNG MAN COURT尚文苑|Phase|Block,德士古道SHEUNG MAN COURT尚文苑|Phase|Block|29|9,葵涌,2020,0,SHEUNG MAN COURT尚文苑,69 TEXACO RD|德士古道,69 TEXACO RD,69 德士古道,"尚文苑,德士古道","SHEUNG MAN COURT,TEXACO RD","SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",TEXACO RDblankSHEUNG MAN COURT尚文苑|Phaseblank|Blockblank|29|9consid2.1776,29,近乎零,中層,東北,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
28079,20060400120319,ASP,2020-05-22,RES,blank,2020/06,2.1814,0,322,0,6775,blank,blank,5717900,20060400120319,1,10.0,blank,blank,SHEUNG MAN COURT,尚文苑,blank,blank,TEXACO RD,德士古道,69,blank,NKC,KCTL513,|SHEUNG MAN COURT尚文苑|Phase |Block ,德士古道SHEUNG MAN COURT尚文苑|Phase|Block,德士古道SHEUNG MAN COURT尚文苑|Phase|Block|10|1,葵涌,2020,0,SHEUNG MAN COURT尚文苑,69 TEXACO RD|德士古道,69 TEXACO RD,69 德士古道,"尚文苑,德士古道","SHEUNG MAN COURT,TEXACO RD","SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",TEXACO RDblankSHEUNG MAN COURT尚文苑|Phaseblank|Blockblank|10|1consid2.1814,10,近乎零,中層,東北,呂字型,有,業主減價 上車筍盤 歡迎約睇
28085,20060500370011,ASP,2020-05-28,RES,blank,2020/06,2.1829,0,295,0,7400,blank,blank,5718082,20060500370011,9,30.0,blank,blank,SHEUNG MAN COURT,尚文苑,blank,blank,TEXACO RD,德士古道,69,blank,NKC,KCTL513,|SHEUNG MAN COURT尚文苑|Phase |Block ,德士古道SHEUNG MAN COURT尚文苑|Phase|Block,德士古道SHEUNG MAN COURT尚文苑|Phase|Block|30|9,葵涌,2020,0,SHEUNG MAN COURT尚文苑,69 TEXACO RD|德士古道,69 TEXACO RD,69 德士古道,"尚文苑,德士古道","SHEUNG MAN COURT,TEXACO RD","SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",TEXACO RDblankSHEUNG MAN COURT尚文苑|Phaseblank|Blockblank|30|9consid2.1829,30,近乎零,中層,北,呂字型,有,業主減價 上車筍盤 歡迎約睇
28148,20061601600023,ASP,2020-05-27,RES,blank,2020/06,2.1934,0,295,0,7435,blank,blank,5723990,20061601600023,9,33.0,blank,blank,SHEUNG MAN COURT,尚文苑,blank,blank,TEXACO RD,德士古道,69,blank,NKC,KCTL513,|SHEUNG MAN COURT尚文苑|Phase |Block ,德士古道SHEUNG MAN COURT尚文苑|Phase|Block,德士古道SHEUNG MAN COURT尚文苑|Phase|Block|33|9,葵涌,2020,0,SHEUNG MAN COURT尚文苑,69 TEXACO RD|德士古道,69 TEXACO RD,69 德士古道,"尚文苑,德士古道","SHEUNG MAN COURT,TEXACO RD","SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",TEXACO RDblankSHEUNG MAN COURT尚文苑|Phaseblank|Blockblank|33|9consid2.1934,33,近乎零,高層,西北,呂字型,基本,單位實用四正 交通方便 配套完善
28060,20052800400116,ASP,2020-05-13,RES,blank,2020/07,2.2112,0,299,0,7395,blank,blank,5714030,20052800400116,8,26.0,blank,blank,SHEUNG MAN COURT,尚文苑,blank,blank,TEXACO RD,德士古道,69,blank,NKC,KCTL513,|SHEUNG MAN COURT尚文苑|Phase |Block ,德士古道SHEUNG MAN COURT尚文苑|Phase|Block,德士古道SHEUNG MAN COURT尚文苑|Phase|Block|26|8,葵涌,2020,0,SHEUNG MAN COURT尚文苑,69 TEXACO RD|德士古道,69 TEXACO RD,69 德士古道,"尚文苑,德士古道","SHEUNG MAN COURT,TEXACO RD","SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",TEXACO RDblankSHEUNG MAN COURT尚文苑|Phaseblank|Blockblank|26|8consid2.2112,26,近乎零,低層,西南,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
28102,20060900150011,ASP,2020-05-14,RES,blank,2020/06,2.2508,0,299,0,7528,blank,blank,5719581,20060900150011,8,35.0,blank,blank,SHEUNG MAN COURT,尚文苑,blank,blank,TEXACO RD,德士古道,69,blank,NKC,KCTL513,|SHEUNG MAN COURT尚文苑|Phase |Block ,德士古道SHEUNG MAN COURT尚文苑|Phase|Block,德士古道SHEUNG MAN COURT尚文苑|Phase|Block|35|8,葵涌,2020,0,SHEUNG MAN COURT尚文苑,69 TEXACO RD|德士古道,69 TEXACO RD,69 德士古道,"尚文苑,德士古道","SHEUNG MAN COURT,TEXACO RD","SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",TEXACO RDblankSHEUNG MAN COURT尚文苑|Phaseblank|Blockblank|35|8consid2.2508,35,近乎零,中層,南,呂字型,基本,業主減價 上車筍盤 歡迎約睇
27886,20032700270070,ASP,2020-03-20,RES,blank,2020/07,2.2796,0,322,0,7080,blank,blank,5689185,20032700270070,1,20.0,blank,blank,SHEUNG MAN COURT,尚文苑,blank,blank,TEXACO RD,德士古道,69,blank,NKC,KCTL513,|SHEUNG MAN COURT尚文苑|Phase |Block ,德士古道SHEUNG MAN COURT尚文苑|Phase|Block,德士古道SHEUNG MAN COURT尚文苑|Phase|Block|20|1,葵涌,2020,0,SHEUNG MAN COURT尚文苑,69 TEXACO RD|德士古道,69 TEXACO RD,69 德士古道,"尚文苑,德士古道","SHEUNG MAN COURT,TEXACO RD","SHEUNG MAN COURT,TEXACO RD|尚文苑,德士古道",TEXACO RDblankSHEUNG MAN COURT尚文苑|Phaseblank|Blockblank|20|1consid2.2796,20,近乎零,低層,東北,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
27011,19030600390051,ASP,2019-02-22,RES,blank,1967/03,2.388,0,285,0,8379,blank,blank,5506817,19030600390051,K,5.0,B,blank,blank,blank,MING TONG BLDG,名堂大樓,PING FU PATH,屏富徑,3,blank,NKC,DD444LOT305,MING TONG BLDG||Phase |Block B,屏富徑MING TONG BLDG|Phase|BlockB,屏富徑MING TONG BLDG|Phase|BlockB|5|K,葵涌,1967,53,blankblank,3 PING FU PATH|屏富徑,3 PING FU PATH,3 屏富徑,"名堂大樓B座,屏富徑","MING TONG BLDG(BLOCK B),PING FU PATH","MING TONG BLDG(Block B),PING FU PATH|名堂大樓B座,屏富徑",PING FU PATHMING TONG BLDGblankblank|Phaseblank|BlockB|5|Kconsid2.388,5,中,高層,西,沒資料,良好,業主減價 上車筍盤 歡迎約睇
27731,20010900500052,ASP,2019-12-30,RES,blank,1967/03,2.438,0,285,0,8554,blank,blank,5660663,20010900500052,K,4.0,B,blank,blank,blank,MING TONG BLDG,名堂大樓,PING FU PATH,屏富徑,3,blank,NKC,DD444LOT305,MING TONG BLDG||Phase |Block B,屏富徑MING TONG BLDG|Phase|BlockB,屏富徑MING TONG BLDG|Phase|BlockB|4|K,葵涌,1967,53,blankblank,3 PING FU PATH|屏富徑,3 PING FU PATH,3 屏富徑,"名堂大樓B座,屏富徑","MING TONG BLDG(BLOCK B),PING FU PATH","MING TONG BLDG(Block B),PING FU PATH|名堂大樓B座,屏富徑",PING FU PATHMING TONG BLDGblankblank|Phaseblank|BlockB|4|Kconsid2.438,4,中,高層,東北,四正,良好,業主減價 上車筍盤 歡迎約睇
27549,19101602170095,ASP,2019-10-09,RES,blank,1967/03,2.438,0,368,0,6625,blank,blank,5627395,19101602170095,J,5.0,B,blank,blank,blank,MING TONG BLDG,名堂大樓,PING FU PATH,屏富徑,3,blank,NKC,DD444LOT305,MING TONG BLDG||Phase |Block B,屏富徑MING TONG BLDG|Phase|BlockB,屏富徑MING TONG BLDG|Phase|BlockB|5|J,葵涌,1967,53,blankblank,3 PING FU PATH|屏富徑,3 PING FU PATH,3 屏富徑,"名堂大樓B座,屏富徑","MING TONG BLDG(BLOCK B),PING FU PATH","MING TONG BLDG(Block B),PING FU PATH|名堂大樓B座,屏富徑",PING FU PATHMING TONG BLDGblankblank|Phaseblank|BlockB|5|Jconsid2.438,5,中,中層,北,沒資料,有,業主減價 上車筍盤 歡迎約睇
28105,20060900310046,ASP,2020-05-28,RES,blank,1972/09,2.5,0,390,0,6410,blank,blank,5719671,20060900310046,C,5.0,blank,blank,KWOK PO BLDG,國寶樓,blank,blank,SHEK YAM RD,石蔭路,101,111,NKC,KCTL244,|KWOK PO BLDG國寶樓|Phase |Block ,石蔭路KWOK PO BLDG國寶樓|Phase|Block,石蔭路KWOK PO BLDG國寶樓|Phase|Block|5|C,葵涌,1972,48,KWOK PO BLDG國寶樓,101-111 SHEK YAM RD|石蔭路,101-111 SHEK YAM RD,101-111 石蔭路,"國寶樓,石蔭路","KWOK PO BLDG,SHEK YAM RD","KWOK PO BLDG,SHEK YAM RD|國寶樓,石蔭路",SHEK YAM RDblankKWOK PO BLDG國寶樓|Phaseblank|Blockblank|5|Cconsid2.5,5,中,低層,西,沒資料,良好,業主減價 上車筍盤 歡迎約睇
27742,20011600190279,ASP,2019-12-30,RES,blank,1974/11,2.5,502,445,4980,5618,blank,blank,5663460,20011600190279,B,2.0,blank,blank,CHEONG LI BLDG,昌利樓,blank,blank,KWONG FAI CIRT,光輝圍,15,blank,NKC,KCTL138,|CHEONG LI BLDG昌利樓|Phase |Block ,光輝圍CHEONG LI BLDG昌利樓|Phase|Block,光輝圍CHEONG LI BLDG昌利樓|Phase|Block|2|B,葵涌,1974,46,CHEONG LI BLDG昌利樓,15 KWONG FAI CIRT|光輝圍,15 KWONG FAI CIRT,15 光輝圍,"昌利樓,光輝圍","CHEONG LI BLDG,KWONG FAI CIRT","CHEONG LI BLDG,KWONG FAI CIRT|昌利樓,光輝圍",KWONG FAI CIRTblankCHEONG LI BLDG昌利樓|Phaseblank|Blockblank|2|Bconsid2.5,2,中,高層,西南,呂字型,有,單位實用四正 交通方便 配套完善
27098,19040800470255,ASP,2019-03-29,RES,blank,1969/11,2.5,0,360,0,6944,blank,blank,5521803,19040800470255,E,5.0,A,blank,blank,blank,MING YIN BLDG,名賢大樓,PING LAI PATH,屏麗徑,4,blank,NKC,DD444LOT304,MING YIN BLDG||Phase |Block A,屏麗徑MING YIN BLDG|Phase|BlockA,屏麗徑MING YIN BLDG|Phase|BlockA|5|E,葵涌,1969,51,blankblank,4 PING LAI PATH|屏麗徑,4 PING LAI PATH,4 屏麗徑,"名賢大樓A座,屏麗徑","MING YIN BLDG(BLOCK A),PING LAI PATH","MING YIN BLDG(Block A),PING LAI PATH|名賢大樓A座,屏麗徑",PING LAI PATHMING YIN BLDGblankblank|Phaseblank|BlockA|5|Econsid2.5,5,中,中層,西南,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
28052,20052700310152,ASP,2020-04-29,RES,blank,1972/10,2.5,0,458,0,5459,F/R,blank,5712664,20052700310152,H,3.0,blank,blank,blank,blank,KWONG FAI BLDG,光輝樓,SHEK YAM RD,石蔭路,99,blank,NKC,KCTL225,KWONG FAI BLDG||Phase |Block ,石蔭路KWONG FAI BLDG|Phase|Block,石蔭路KWONG FAI BLDG|Phase|Block|3|H,葵涌,1972,48,blankblank,99 SHEK YAM RD|石蔭路,99 SHEK YAM RD,99 石蔭路,"光輝樓,石蔭路","KWONG FAI BLDG,SHEK YAM RD","KWONG FAI BLDG,SHEK YAM RD|光輝樓,石蔭路",SHEK YAM RDKWONG FAI BLDGblankblank|Phaseblank|Blockblank|3|Hconsid2.5,3,中,中層,東北,呂字型,基本,業主減價 上車筍盤 歡迎約睇
27534,19100400220016,ASP,2019-09-01,RES,blank,1973/03,2.58,0,257,0,10039,blank,blank,5620409,19100400220016,C2,21.0,blank,blank,HOOVER COURT,豪華閣,blank,blank,TAI PAK TIN ST,大白田街,41,blank,NKC,KCTL211,|HOOVER COURT豪華閣|Phase |Block ,大白田街HOOVER COURT豪華閣|Phase|Block,大白田街HOOVER COURT豪華閣|Phase|Block|21|C2,葵涌,1973,47,HOOVER COURT豪華閣,41 TAI PAK TIN ST|大白田街,41 TAI PAK TIN ST,41 大白田街,"豪華閣,大白田街","HOOVER COURT,TAI PAK TIN ST","HOOVER COURT,TAI PAK TIN ST|豪華閣,大白田街",TAI PAK TIN STblankHOOVER COURT豪華閣|Phaseblank|Blockblank|21|C2consid2.58,21,中,中層,北,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
